case_id,candidate_id,interval,station_zero_based,offset_working_px,x,y,available,passing,recorded_minimum_contrast,direct_bilinear_minimum_contrast,installed_cv2_minimum_contrast
am2_window_00_frame_150,30:33,6,0,0,529.6152399490733,211.93951606501034,True,False,4.264801025390625,4.26479697227478,4.296875
am2_window_00_frame_150,30:33,6,0,2,529.5167903283785,213.93709151344402,True,False,-4.1755523681640625,-4.1755523681640625,-4.1875
am2_window_00_frame_150,30:33,6,0,4,529.4183407076838,215.93466696187772,True,False,-3.8970794677734375,-3.897084202617407,-3.900390625
am2_window_00_frame_150,30:33,6,1,-4,539.1725681056257,208.40568975889144,True,False,-5.85205078125,-5.8520432924851775,-5.892578125
am2_window_00_frame_150,30:33,6,1,-2,539.074118484931,210.40326520732515,True,False,3.4473419189453125,3.447339855134487,3.466796875
am2_window_00_frame_150,30:33,6,1,0,538.9756688642362,212.40084065575883,True,True,10.976318359375,10.976311350241303,10.943359375
am2_window_00_frame_150,30:33,6,1,2,538.8772192435415,214.3984161041925,True,False,2.1182403564453125,2.1182403564453125,2.09375
am2_window_00_frame_150,30:33,6,1,4,538.7787696228468,216.3959915526262,True,False,-3.4819488525390625,-3.481942370533943,-3.466796875
am2_window_00_frame_150,30:33,6,2,-4,548.5329970207887,208.86701434963993,True,False,-15.900047302246094,-15.900038569234312,-15.69140625
am2_window_00_frame_150,30:33,6,2,-2,548.434547400094,210.86458979807364,True,False,0.1578521728515625,0.15785792469978333,0.0234375
am2_window_00_frame_150,30:33,6,2,0,548.3360977793992,212.86216524650732,True,False,6.133636474609375,6.133637783117592,6.1396484375
am2_window_00_frame_150,30:33,6,2,2,548.2376481587045,214.859740694941,True,True,15.900047302246094,15.900038569234312,15.69140625
am2_window_00_frame_150,30:33,6,2,4,548.1391985380097,216.8573161433747,True,False,-0.1578521728515625,-0.15785792469978333,-0.0234375
am2_window_00_frame_150,30:33,6,3,-4,557.8934251339344,209.32833890086135,True,False,-2.9600982666015625,-2.96009442768991,-3.13671875
am2_window_00_frame_150,30:33,6,3,-2,557.7949755132397,211.32591434929506,True,False,-40.564178466796875,-40.564189011231065,-40.4384765625
am2_window_00_frame_150,30:33,6,3,0,557.696525892545,213.32348979772874,True,False,-33.58489227294922,-33.58489408809692,-33.91796875
am2_window_00_frame_150,30:33,6,3,2,557.5980762718502,215.32106524616242,True,False,2.9600982666015625,2.96009442768991,3.13671875
am2_window_00_frame_150,30:33,6,3,4,557.4996266511555,217.31864069459613,True,True,28.724212646484375,28.724218087270856,28.52734375
am2_window_00_frame_150,30:33,6,4,-4,567.2538548511146,209.7896635311369,True,False,-2.2349700927734375,-2.2349775303155184,-2.328125
am2_window_00_frame_150,30:33,6,4,-2,567.1554052304199,211.78723897957062,True,False,-4.2611236572265625,-4.261133212596178,-4.2060546875
am2_window_00_frame_150,30:33,6,4,0,567.0569556097252,213.7848144280043,True,False,9.587005615234375,9.587013499811292,9.625
am2_window_00_frame_150,30:33,6,4,2,566.9585059890304,215.78238987643797,True,False,2.2349700927734375,2.2349775303155184,2.328125
am2_window_00_frame_150,30:33,6,4,4,566.8600563683357,217.77996532487168,True,False,4.2611236572265625,4.261133212596178,4.2060546875
am2_window_00_frame_150,30:33,6,5,-4,576.6142813602258,210.2509880033042,True,False,-44.580421447753906,-44.580418372526765,-45.171875
am2_window_00_frame_150,30:33,6,5,-2,576.5158317395311,212.2485634517379,True,False,-11.529922485351562,-11.529927471652627,-11.546875
am2_window_00_frame_150,30:33,6,5,0,576.4173821188364,214.2461389001716,True,True,20.356597900390625,20.356597900390625,20.375
am2_window_00_frame_150,30:33,6,5,2,576.3189324981416,216.24371434860527,True,True,19.227447509765625,19.227448357269168,19.2578125
am2_window_00_frame_150,30:33,6,5,4,576.2204828774469,218.24128979703897,True,False,6.2832489013671875,6.283247102051973,6.2578125
am2_window_00_frame_150,30:33,6,6,-4,585.9747110774061,210.71231263357976,True,False,9.699920654296875,9.699911613948643,9.84375
am2_window_00_frame_150,30:33,6,6,-2,585.8762614567114,212.70988808201346,True,True,16.611801147460938,16.61180673353374,16.447265625
am2_window_00_frame_150,30:33,6,6,0,585.7778118360167,214.70746353044714,True,True,13.734786987304688,13.734783977270126,13.7138671875
am2_window_00_frame_150,30:33,6,6,2,585.6793622153219,216.70503897888082,True,False,-9.699920654296875,-9.699911613948643,-9.84375
am2_window_00_frame_150,30:33,6,6,4,585.5809125946272,218.70261442731453,True,False,-16.611801147460938,-16.61180673353374,-16.447265625
am2_window_00_frame_150,30:33,6,7,-4,595.3351375865174,211.17363710574705,True,False,9.067276000976562,9.06726926099509,8.927734375
am2_window_00_frame_150,30:33,6,7,-2,595.2366879658226,213.17121255418076,True,False,-51.44891357421875,-51.44890058785677,-51.64453125
am2_window_00_frame_150,30:33,6,7,0,595.1382383451279,215.16878800261443,True,False,-35.29437255859375,-35.29437210224569,-35.0078125
am2_window_00_frame_150,30:33,6,7,2,595.0397887244332,217.1663634510481,True,False,-43.50148010253906,-43.50147546734661,-43.4482421875
am2_window_00_frame_150,30:33,6,7,4,594.9413391037384,219.16393889948182,True,False,1.7769622802734375,1.7769555822014809,1.716796875
am2_window_00_frame_150,30:33,6,8,-4,604.6955705117665,211.63496189413087,True,False,-114.23983764648438,-114.23983571119606,-115.34375
am2_window_00_frame_150,30:33,6,8,-2,604.5971208910718,213.63253734256458,True,False,-55.85798645019531,-55.857986791059375,-56.05078125
am2_window_00_frame_150,30:33,6,8,0,604.498671270377,215.63011279099825,True,False,-16.924774169921875,-16.924776466563344,-17.0
am2_window_00_frame_150,30:33,6,8,2,604.4002216496823,217.62768823943193,True,False,4.776763916015625,4.7767658196389675,4.8203125
am2_window_00_frame_150,30:33,6,8,4,604.3017720289876,219.62526368786564,True,True,14.138198852539062,14.13819786068052,14.203125
am2_window_00_frame_150,30:33,6,9,-4,614.0559970208777,212.09628636629816,True,False,-76.3125991821289,-76.31260505132377,-76.197265625
am2_window_00_frame_150,30:33,6,9,-2,613.957547400183,214.09386181473187,True,False,-44.28654479980469,-44.286547590978444,-44.3447265625
am2_window_00_frame_150,30:33,6,9,0,613.8590977794883,216.09143726316555,True,False,-10.9305419921875,-10.93054386228323,-10.9150390625
am2_window_00_frame_150,30:33,6,9,2,613.7606481587935,218.08901271159922,True,True,10.018753051757812,10.018758956342936,9.8984375
am2_window_00_frame_150,30:33,6,9,4,613.6621985380988,220.08658816003293,True,False,5.80731201171875,5.807310790754855,5.8798828125
am2_window_00_frame_150,30:33,6,10,-4,623.4164235299891,212.55761083846545,True,False,-48.99254608154297,-48.99254146963358,-49.41015625
