case_id,arm,pair_id,pencils,proposed_count,retained_count,nearest_proposed_px,nearest_proposed_index,nearest_proposed_retained,nearest_retained_px,nearest_retained_index,nearest_retained_px_float64_from_record,cap_gain_px,cap_discarded_closer_court,courts_closer_than_pool_nearest
am3_window_00_frame_0,R,46,3 1,48030,256,364.70509285715605,33803,False,389.5693239682644,40064,389.5693123495577,24.86423111110838,True,0
am3_window_00_frame_0,R,47,3 2,26854,256,434.38095729043107,1223,False,520.4360974539252,7685,520.4360872253014,86.05514016349412,True,0
am3_window_00_frame_0,R,48,3 4,4328,256,371.4002619349572,708,False,372.4280955142045,672,372.4280967250229,1.0278335792472717,True,0
am3_window_00_frame_0,R,51,3 7,72522,256,384.04093009744616,44145,False,428.4170369124834,57904,428.41702270499013,44.37610681503725,True,0
am3_window_00_frame_0,R,52,3 8,37138,256,456.9547914289222,19045,False,631.8509677452913,35045,631.8509647367695,174.89617631636912,True,0
am3_window_00_frame_0,R,60,4 0,3924,256,430.87877896086974,3136,False,430.8815976231124,847,430.88162400316713,0.0028186622426460417,True,0
am3_window_00_frame_0,R,62,4 2,18572,256,414.68384346537886,2041,False,452.25387346906626,1817,452.25386571705616,37.57003000368741,True,0
am3_window_00_frame_0,R,63,4 3,3192,256,430.87281930840993,550,False,431.1341245230026,751,431.1341234858779,0.2613052145926531,True,0
am3_window_00_frame_0,R,64,4 5,6456,256,467.13645493912975,1845,False,533.7159256838623,1038,533.7159386080858,66.57947074473259,True,0
am3_window_00_frame_0,R,68,4 9,36,18,3214.9542152121685,28,True,3214.9542152121685,28,3214.954208271212,0.0,False,0
am3_window_00_frame_0,R,70,4 11,0,0,,,,,,,,,
am3_window_00_frame_0,R,72,4 13,3406,256,430.8723075352864,3340,False,430.90200531176197,3170,430.9020204144405,0.02969777647558658,True,0
am3_window_00_frame_0,R,73,4 14,3368,256,430.8722901665803,2950,False,430.9447961393043,476,430.9447985104332,0.07250597272400228,True,0
am3_window_00_frame_0,R,74,4 15,3380,256,430.8815736684362,3070,False,432.372666358998,1179,432.3726939709597,1.4910926905617998,True,0
am3_window_00_frame_0,R,76,5 1,23448,256,365.32226590235547,17729,False,505.5910457001425,19558,505.5910471582681,140.26877979778703,True,0
am3_window_00_frame_0,R,77,5 2,1794,256,842.5942690630969,656,False,907.8071896916616,391,907.8071322543424,65.21292062856469,True,0
am3_window_00_frame_0,R,79,5 4,8124,256,371.97990815367604,2181,False,383.6125848557052,7539,383.61257810045777,11.632676702029187,True,0
am3_window_00_frame_0,R,81,5 7,4646,256,384.02050184864004,1080,False,480.2941508937749,3213,480.2941483381619,96.27364904513485,True,0
am3_window_00_frame_0,R,82,5 8,6526,256,317.02844495885205,22,False,430.2020894543371,5996,430.2020897214386,113.17364449548506,True,0
am3_window_00_frame_0,R,91,6 1,29388,256,365.46269382910515,6409,True,365.46269382910515,6409,365.4626744598096,0.0,False,0
am3_window_00_frame_0,R,92,6 2,1866,256,807.3612014425947,91,False,1158.6713100022844,1453,1158.671345944427,351.31010855968964,True,0
am3_window_00_frame_0,R,96,6 7,8448,256,384.01922369491496,2057,False,500.1912448152724,5254,500.1912605774864,116.17202112035744,True,0
am3_window_00_frame_0,R,97,6 8,11032,256,297.33333237636623,7479,False,406.31200512282766,235,406.3120040587969,108.97867274646143,True,0
am3_window_00_frame_0,R,105,7 0,23730,256,427.92971049009293,14425,False,537.2943212181794,18894,537.2943060183841,109.36461072808652,True,0
am3_window_00_frame_0,R,107,7 2,96630,256,422.3550561273722,16391,False,523.9535362926049,12010,523.9535536065167,101.59848016523267,True,0
am3_window_00_frame_0,R,108,7 3,26184,256,427.9697564260038,5666,False,533.8537165348829,13521,533.8536805672034,105.88396010887908,True,0
am3_window_00_frame_0,R,110,7 5,14040,256,416.0527102479223,3698,False,505.7355270520038,3099,505.7355544853453,89.68281680408154,True,0
am3_window_00_frame_0,R,111,7 6,13952,256,427.85242783579577,13127,False,465.4544233827614,7073,465.4544396073704,37.60199554696561,True,0
am3_window_00_frame_0,R,113,7 9,636,256,2643.448627687644,18,True,2643.448627687644,18,2643.448584533506,0.0,False,0
am3_window_00_frame_0,R,114,7 10,1356,256,465.93348648475353,925,False,471.10232116175996,443,471.102309749502,5.16883467700643,True,0
am3_window_00_frame_0,R,115,7 11,0,0,,,,,,,,,
am3_window_00_frame_0,R,116,7 12,314,157,511.87368857949383,50,True,511.87368857949383,50,511.87367302693133,0.0,False,0
am3_window_00_frame_0,R,117,7 13,23462,256,427.1022486993407,16028,False,519.5954252064962,20697,519.595420358596,92.49317650715551,True,0
am3_window_00_frame_0,R,118,7 14,23696,256,427.9186207492381,13192,False,532.7924433577102,17225,532.792423677264,104.87382260847215,True,0
am3_window_00_frame_0,R,119,7 15,22032,256,432.8291505464499,13216,False,524.0765023673546,21741,524.0765209217413,91.24735182090467,True,0
am3_window_00_frame_0,R,120,8 0,14320,256,190.2188711269684,7441,False,191.76505693701512,2034,191.76506625301658,1.5461858100467225,True,0
am3_window_00_frame_0,R,123,8 3,16938,256,158.58413480634022,12540,False,176.02348762364946,2376,176.02350951775378,17.439352817309242,True,0
am3_window_00_frame_0,R,125,8 5,3522,256,572.1451642248906,2482,False,572.1451642248906,2517,572.1451418142908,0.0,False,0
am3_window_00_frame_0,R,126,8 6,13256,256,562.5247598801899,5180,False,604.8032786212754,5060,604.8032904101669,42.27851874108546,True,0
am3_window_00_frame_0,R,129,8 10,2100,256,588.3429746380939,1193,True,588.3429746380939,1201,588.3429490210065,0.0,False,0
